time,Computers,Copper,Glass,Oil,Plastic,Rubber,Rupyulars,Steel,Vehicles,Weapons
1587587584,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587587645,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587587705,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587587765,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587587825,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587587885,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587587945,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588006,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588066,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588126,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588186,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588246,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588306,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588366,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588427,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588487,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588547,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588607,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588667,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588727,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588788,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588848,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588908,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587588968,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589028,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589088,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589149,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589209,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589299,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589359,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589419,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589479,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589539,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589599,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589660,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589720,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589780,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589840,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589900,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587589960,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590021,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590081,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590141,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590201,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590261,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590321,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590381,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590442,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590502,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590562,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590622,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590682,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590742,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590803,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590863,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590923,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587590983,0.0,5.0067699999999995,5.00913,5.00678,5.00675,5.00821,1,5.00645,0.0,0.0
1587591043,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591103,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591163,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591224,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591284,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591344,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591404,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591464,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591524,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591584,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591645,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591705,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591765,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591825,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591885,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587591945,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587592006,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587592066,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587592126,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587592186,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587592246,53.06126,5.04439,5.04723,5.04673,5.04261,5.0489,1,5.04392,53.01899,53.01899
1587592306,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592366,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592427,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592487,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592547,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592607,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592667,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592727,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592788,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592848,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592908,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587592968,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593028,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593088,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593148,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593209,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593269,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593329,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593389,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593449,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593510,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593570,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593630,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593690,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593750,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593810,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593870,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593930,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587593991,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594051,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594111,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594171,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594231,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594291,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594352,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594412,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594472,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594532,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594592,53.06126,12.844389999999999,12.84723,12.84673,12.84261,3.8489,1,12.843919999999999,53.01899,53.01899
1587594652,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587594713,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587594773,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587594833,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587594893,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587594953,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595013,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595073,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595134,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595194,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595254,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595314,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595374,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595434,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595494,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595555,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595615,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595675,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595735,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595795,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595855,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595916,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587595976,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596036,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596096,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596156,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596216,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596277,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596337,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596397,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596457,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596517,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596577,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596637,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596698,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596758,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596818,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596878,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596938,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587596998,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597059,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597119,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597179,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597239,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597299,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597359,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597420,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597480,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597540,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597600,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597660,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597720,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597780,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597841,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597901,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587597961,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587598021,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587598081,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587598141,53.10539,12.83334,12.82387,12.82953,12.8246,3.8694,1,12.82634,53.066069999999996,53.066069999999996
1587598202,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598262,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598322,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598382,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598442,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598502,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598563,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598623,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598683,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598743,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598803,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598863,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598924,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587598984,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599044,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599104,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599164,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599224,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599285,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599345,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599405,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599465,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
1587599525,53.1563,5.04931,5.049180000000001,5.05387,5.05021,5.08331,1,5.0516,53.055369999999996,53.055369999999996
