time,Computers,Copper,Glass,Oil,Plastic,Rubber,Rupyulars,Steel,Vehicles,Weapons
1587475764,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587475824,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587475884,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587475945,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476005,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476065,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476125,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476185,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476245,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476305,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476366,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476426,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476486,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476546,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476606,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476666,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476726,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476787,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476847,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476907,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587476967,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587477027,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587477088,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587477148,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587477208,51.71474,5.01945,5.09502,5.40008,5.45236,5.0106,1,1.4622,51.13902,49.77906
1587477268,51.71474,5.01945,3.09502,5.40008,5.45236,7.0106,1,1.4622,51.13902,49.77906
1587477328,51.71474,5.01945,3.09502,5.40008,5.45236,7.0106,1,1.4622,51.13902,49.77906
1587477388,51.71474,5.01945,3.09502,5.40008,5.45236,7.0106,1,1.4622,51.13902,49.77906
1587477448,51.71474,5.01945,4.09502,5.40008,5.45236,7.0106,1,1.4622,51.13902,49.77906
1587477509,51.71474,5.01945,4.09502,5.40008,5.45236,7.0106,1,1.4622,51.13902,49.77906
1587477569,51.71474,5.01945,4.09502,5.40008,5.45236,7.0106,1,1.4622,51.13902,49.77906
1587477629,53.8817,5.13675,4.3671,5.71753,5.59293,7.14531,1,5.8169900000000005,51.60438,50.69993
1587477689,53.8817,5.13675,4.3671,5.71753,5.59293,7.14531,1,5.8169900000000005,51.60438,50.69993
1587477749,53.8817,5.13675,4.3671,5.71753,5.59293,7.14531,1,5.8169900000000005,51.60438,50.69993
1587477809,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587477870,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587477930,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587477990,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587478050,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587478110,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587478170,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587478231,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587478291,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587478351,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587478411,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
1587478471,53.8817,4.13675,5.3671,7.71753,5.59293,5.14531,1,5.8169900000000005,51.60438,50.69993
